AD_ID,AD_TARGETING_INTERESTS,AD_CLICKS,AD_IMPRESSIONS,AD_TEXT,TARGETTING_GROUP
252,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),250,3063,"Alabama inmates have organized a coordinated prison strike to protest against ""slave labor"" and deplorable prison conditions. Three inmates in solitary confinement organized a state-wide prison strike, which began on May 1 at Alabama's Holman, Staton, and Elmore Correctional Facil Alabama Inmates Organize Multi-Prison Strike Against Deplorable Prison Conditions Black Matters Black Matters",Black
253,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),277,3563,"While in solitary confinement Candie Hailey was physically and sexually abused by prison guards leading to her numerous suicide attempts. Candie Hailey, a Bronx woman, who spent more than two years in solitary confinement at Rikers Island before being acquitted, is preparing a $10 million lawsuit Woman Suing City After Spending More Than 2 Years In Solitary Black Matters Black Matters",Black
254,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),176,1864,"High-profiled black deaths at the hands of police, have forced African- Americans to change their personality and the way they live their lives. Amid a spiral of black deaths at the hands of officers, many young African-Americans worried about the possibility of becoming victims of police brutality, have Police Brutality Videos Change How Black Men Live I Black Matters Black Matters",Black
255,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),94,1028,"Life expectancy rate for African-Americans increases, but they still die from AIDS, heart diseases, cancer and homicides at a higher rate than whites. Recently released federal data brings some good news of gains in life expectancy for black Americans amid controversies of whether black lives are as valued as Life Expectancy For Black Americans Increase I Black Matters Black Matters",Black
256,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),10,37,"The system is wrong, we've got to be strong, Aiyana Jones, she has a name, her family is not to blame. Come join our rally on May 21 in Detroit: https://www.facebook.com/events/I 727519624184050/",Black
257,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),281,2935,Remember Aiyana Jones! Stand up with us on May 21! https://www.facebook.com/events/I 727519624184050/,Black
258,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),87,1143,"Unprecedented news! A Michigan police officer has filed a lawsuit against Mundy Township and his own police department, claiming that they pressured him to portray a former NBA player and Michigan State basketball star guilty in a sexual assault case. Officer Brian Ogle filed the suit against his own Police Department on May; 4, according to The Detroit News. In his lawsuit; Ogle claims he was pressured to Black Officer Stands Against His PD to Defend Black Suspect I Black Matters Black Matters",Black
259,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),167,1634,"The federal grand jury brought charges against Michael Slager in Walter Scott shooting. This Wednesday the court decided to bring three federal charges against Officer Michael Slager, who, according to the video recorded by an onlooker, shot and Michael Slager Will Not Escape Justice I Black Matters Black Matters",Black
260,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),99,1500,"I don't do black hair,' the barber said.",Black
261,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),54,802,"Opinions are split depending on the race, a poll proves.",Black
262,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),56,1063,Second Officer's trial in Freddie Gray case starts in Baltimore.,Black
263,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),159,1791,Darrick McDuffie suffered 529 day in prison for a crime he didn't commit.,Black
264,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),11,123,"Two Black police troopers from Michigan were awarded $5.2 million in a racial discrimination lawsuit against their department. A string of horrific Ferguson murders, that gained widespread coverage, resulted in Police Chief Tom Jackson's resignation and put Delrish Moss, 51, in front Black Chief Of Ferguson's Police, A Step For System Improvement I Black Matters Black Matters",Black
275,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),182,2389,"Government and mainstream media have absolutely abandoned citizens in the Flint Water Crisis. It's getting to ages already since the Flint water crisis started, which was caused by government officials failing to treat domestic and drinking water. But it Activists Give Aid To Flint Residents Once Again Black Matters Black Matters",Black
276,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),241,1624,Join us on June 18th to honor the memory of the Charleston shooting victims. Share this please! Help us spread the message,Black
277,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),8,120,"The Independent Police Review Authority(IPRA) plans soon to release evidence of Chicago police shootings and misconducts. Many Chicago residents are worried that this summer will be full of violence between cops and community members as the IPRA, which investigates allegations of p What Will Happen If the IPRA Releases Evidence On Police Actions? I Black Matters Black Matters",Black
278,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),396,8069,"The instruction on how to start a revolution from the creator of Occupy Wall Street Micah White. Micah White is an extraordinary person. The only American creator of the Occupy Wall Street movement, the former editor of Adbusters magazine, the author of the Protest Guru Micah White: Time To Start Revolution I Black Matters Black Matters",Black
279,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),701,6540,"Black victims of Orlando massacre need our help as some of them struggling to raise money for medical treatment. #gofundme We all know about the horrible tragedy happened early Sunday, June 12, in Orlando gay nightclub called Pulse. The whole country mourns and prays for the innocen Orlando: Black Victims Need Support I Black Matters Black Matters",Black
280,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),735,7803,"I wish I could have saved more, to be honest, said a brave ex-marine who had saved 70 people during Orlando nightclub shooting. Many witnesses of Orlando shooting said that they mistook the gunfire for the part of the show. Luckily, Imran Yousuf, a 24-year-old Hindu who left the Marine C War Veteran Of Color Saves Dozens During Orlando Shooting. Media Remains Silent. Black Matters Black Matters",Black
281,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),602,4293,"They could have shot him in the arm or leg, somewhere where he could drop and still be alive. NYPD officers in Bronx were responding to an alert from shot spotter when they found Rashaun Lloyd around the same area the alert was coming from. They claim th NYPD Shoot Mentally III Black Man 31 Times Black Matters Black Matters",Black
285,BlackNews.com or HuffPost Black Voices Behaviors: African American (US),608,4909,White Privilege is everywhere even in auto Insurance. A new report published by 4AutolnsuranceQuote.com shows that Black Americans pay hundreds of dollars more for car insurance than whites. According to the resear Study: Black Car Owners Pay More For Auto Insurance Than Whites I Black Matters Black Matters,Black
